soccode, level1, level2, level3, level4, fullcode, title, description
27-1024,18.65,23.53,28.40,33.28,27-1024.00,Graphic Designers,"Design or create graphics to meet specific commercial or promotional needs, such as packaging, displays, or logos. May use a variety of mediums to achieve artistic or decorative effects."
27-1025,21.98,32.18,42.38,52.58,27-1025.00,Interior Designers,"Plan, design, and furnish interiors of residential, commercial, or industrial buildings. Formulate design which is practical, aesthetic, and conducive to intended purposes, such as raising productivity, selling merchandise, or improving life style. May specialize in a particular field, style, or phase of interior design."
27-1026,15.74,16.26,16.77,17.29,27-1026.00,Merchandise Displayers and Window Trimmers,"Plan and erect commercial displays, such as those in windows and interiors of retail stores and at trade exhibitions."
27-1027,19.55,24.84,30.13,35.42,27-1027.00,Set and Exhibit Designers,"Design special exhibits and movie, television, and theater sets. May study scripts, confer with directors, and conduct research to determine appropriate architectural styles."
27-1029,22.81,36.23,49.65,63.07,27-1029.00,"Designers, All Other",All designers not listed separately.
27-2011,13.92,30.40,46.89,63.37,27-2011.00,Actors,"Play parts in stage, television, radio, video, motion picture productions, or other settings for entertainment, information, or instruction. Interpret serious or comic role by speech, gesture, and body movement to entertain or inform audience. May dance and sing."
27-2012,17.42,34.37,51.31,68.26,27-2012.05,Technical Directors/Managers,"Coordinate activities of technical departments, such as taping, editing, engineering, and maintenance, to produce radio or television programs."
27-2012,17.42,34.37,51.31,68.26,27-2012.04,Talent Directors,"Audition and interview performers to select most appropriate talent for parts in stage, television, radio, or motion picture productions."
27-2012,17.42,34.37,51.31,68.26,27-2012.03,Program Directors,"Direct and coordinate activities of personnel engaged in preparation of radio or television station program schedules and programs, such as sports or news."
27-2012,17.42,34.37,51.31,68.26,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio","Interpret script, conduct rehearsals, and direct activities of cast and technical crew for stage, motion pictures, television, or radio programs."
27-2012,17.42,34.37,51.31,68.26,27-2012.01,Producers,"Plan and coordinate various aspects of radio, television, stage, or motion picture production, such as selecting script, coordinating writing, directing and editing, and arranging financing."
27-2012,17.42,34.37,51.31,68.26,27-2012.00,Producers and Directors,"Produce or direct stage, television, radio, video, or motion picture productions for entertainment, information, or instruction. Responsible for creative decisions, such as interpretation of script, choice of actors or guests, set design, sound, special effects, and choreography."
27-2021,NOPE,NOPE,NOPE,NOPE,27-2021.00,Athletes and Sports Competitors,Compete in athletic events.
27-2022,28580.00,45137.00,61693.00,78250.00,27-2022.00,Coaches and Scouts,Instruct or coach groups or individuals in the fundamentals of sports. Demonstrate techniques and methods of participation. May evaluate athletes strengths and weaknesses as possible recruits or to improve the athletes technique to prepare them for competition. Those required to hold teaching degrees should be reported in the appropriate teaching category.
27-2023,29830.00,51150.00,72470.00,93790.00,27-2023.00,"Umpires, Referees, and Other Sports Officials","Officiate at competitive athletic or sporting events. Detect infractions of rules and decide penalties according to established regulations. Includes all sporting officials, referees, and competition judges."
27-2031,20.30,32.98,45.66,58.34,27-2031.00,Dancers,"Perform dances. May perform on stage, for on-air broadcasting, or for video recording."
27-2032,23.00,34.23,45.46,56.69,27-2032.00,Choreographers,Create new dance routines. Rehearse performance of routines. May direct and stage presentations.
27-2041,28.24,33.07,37.89,42.72,27-2041.04,Music Composers and Arrangers,Write and transcribe musical scores.
27-2041,28.24,33.07,37.89,42.72,27-2041.01,Music Directors,"Direct and conduct instrumental or vocal performances by musical groups, such as orchestras or choirs."
27-2041,28.24,33.07,37.89,42.72,27-2041.00,Music Directors and Composers,"Conduct, direct, plan, and lead instrumental or vocal performances by musical groups, such as orchestras, bands, choirs, and glee clubs. Includes arrangers, composers, choral directors, and orchestrators."
27-2042,24.25,25.31,26.38,27.44,27-2042.02,"Musicians, Instrumental","Play one or more musical instruments in recital, in accompaniment, or as members of an orchestra, band, or other musical group."
27-2042,24.25,25.31,26.38,27.44,27-2042.01,Singers,"Sing songs on stage, radio, television, or motion pictures."
27-2042,24.25,25.31,26.38,27.44,27-2042.00,Musicians and Singers,"Play one or more musical instruments or sing. May perform on stage, for on-air broadcasting, or for sound or video recording."
27-2099,14.06,31.65,49.23,66.82,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other","All entertainers and performers, sports and related workers not listed separately."
27-3011,10.75,19.63,28.52,37.40,27-3011.00,Radio and Television Announcers,"Speak or read from scripted materials, such as news reports or commercial messages, on radio or television. May announce artist or title of performance, identify station, or interview guests."
