soccode, level1, level2, level3, level4, fullcode, title, description
21-1023,17.29,22.48,27.68,32.87,21-1023.00,Mental Health and Substance Abuse Social Workers,"Assess and treat individuals with mental, emotional, or substance abuse problems, including abuse of alcohol, tobacco, and/or other drugs. Activities may include individual and group therapy, crisis intervention, case management, client advocacy, prevention, and education."
21-1029,16.51,25.08,33.66,42.23,21-1029.00,"Social Workers, All Other",All social workers not listed separately.
21-1091,21.52,30.47,39.42,48.37,21-1091.00,Health Educators,"Provide and manage health education programs that help individuals, families, and their communities maximize and maintain healthy lifestyles. Collect and analyze data to identify community needs prior to planning, implementing, monitoring, and evaluating programs designed to encourage healthy lifestyles, policies, and environments. May serve as a resource to assist individuals, other healthcare workers, or the community, and may administer fiscal resources for health education programs."
21-1092,25.84,29.92,34.00,38.08,21-1092.00,Probation Officers and Correctional Treatment Specialists,"Provide social services to assist in rehabilitation of law offenders in custody or on probation or parole. Make recommendations for actions involving formulation of rehabilitation plan and treatment of offender, including conditional release and education and employment stipulations."
21-1093,13.58,16.63,19.67,22.72,21-1093.00,Social and Human Service Assistants,"Assist in providing client services in a wide variety of fields, such as psychology, rehabilitation, or social work, including support for families. May assist clients in identifying and obtaining available benefits and social and community services. May assist social workers with developing, organizing, and conducting programs to prevent and resolve problems relevant to substance abuse, human relationships, rehabilitation, or dependent care."
21-1094,20.07,25.07,30.07,35.07,21-1094.00,Community Health Workers,"Assist individuals and communities to adopt healthy behaviors. Conduct outreach for medical personnel or health organizations to implement programs in the community that promote, maintain, and improve individual and community health. May provide information on available resources, provide social support and informal counseling, advocate for individuals and community health needs, and provide services such as first aid and blood pressure screening. May collect data to help identify community health needs."
21-1099,13.66,18.29,22.92,27.55,21-1099.00,"Community and Social Service Specialists, All Other",All community and social service specialists not listed separately.
21-2011,21.77,26.13,30.48,34.84,21-2011.00,Clergy,Conduct religious worship and perform other spiritual functions associated with beliefs and practices of religious faith or denomination. Provide spiritual and moral guidance and assistance to members.
21-2021,16.81,19.13,21.45,23.77,21-2021.00,"Directors, Religious Activities and Education","Plan, direct, or coordinate programs designed to promote the religious education or activities of a denominational group. May provide counseling and guidance relative to marital, health, financial, and religious problems."
21-2099,10.94,15.05,19.16,23.27,21-2099.00,"Religious Workers, All Other",All religious workers not listed separately.
23-1011,NOPE,NOPE,NOPE,NOPE,23-1011.00,Lawyers,"Represent clients in criminal and civil litigation and other legal proceedings, draw up legal documents, or manage or advise clients on legal transactions. May specialize in a single area or may practice broadly in many areas of law."
23-1012,22.32,25.61,28.91,32.20,23-1012.00,Judicial Law Clerks,Assist judges in court or by conducting research or preparing legal documents.
23-1021,38.09,52.14,66.19,80.24,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers","Conduct hearings to recommend or make decisions on claims concerning government programs or other government-related matters. Determine liability, sanctions, or penalties, or recommend the acceptance or rejection of claims or settlements."
23-1022,21.49,31.73,41.96,52.20,23-1022.00,"Arbitrators, Mediators, and Conciliators",Facilitate negotiation and conflict resolution through dialogue. Resolve conflicts outside of the court system by mutual consent of parties involved.
23-1023,27.55,31.78,36.00,40.23,23-1023.00,"Judges, Magistrate Judges, and Magistrates","Arbitrate, advise, adjudicate, or administer justice in a court of law. May sentence defendant in criminal cases according to government statutes or sentencing guidelines. May determine liability of defendant in civil cases. May perform wedding ceremonies."
23-2011,22.07,29.14,36.20,43.27,23-2011.00,Paralegals and Legal Assistants,"Assist lawyers by investigating facts, preparing legal documents, or researching legal precedent. Conduct research to support a legal proceeding, to formulate a defense, or to initiate legal action."
23-2091,28.11,31.34,34.57,37.80,23-2091.00,Court Reporters,"Use verbatim methods and equipment to capture, store, retrieve, and transcribe pretrial and trial proceedings or other information. Includes stenocaptioners who operate computerized stenographic captioning equipment to provide captions of live or prerecorded broadcasts for hearing-impaired viewers."
23-2093,17.06,22.87,28.67,34.48,23-2093.00,"Title Examiners, Abstractors, and Searchers","Search real estate records, examine titles, or summarize pertinent legal or insurance documents or details for a variety of purposes. May compile lists of mortgages, contracts, and other instruments pertaining to titles by searching public and private records for law firms, real estate agencies, or title insurance companies."
